study_words,text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,slider.started,slider.response,slider.rt,text_2.started,textbox.started,text_3.started,mouse.started,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,t_g_r,,,,,0,3,3,1,,,,,74.95538230000011,74.95538230000011,74.95538230000011,0.004572800000005373,"tiger
",[],[],[],[],[],[],[],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,s__p,,,,,0,4,4,11,,,,,84.98538450000001,84.98538450000001,84.98538450000001,0.01834140000005391,"soap
",[-0.006944444444444444],[-0.3138888888888889],[1],[0],[0],[6.591319100000192],['text_3'],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,_a_e,,,,,0,5,5,0,,,,,91.59997580000004,91.59997580000004,91.59997580000004,0.011622499999930369,rare,[-0.006944444444444444],[-0.3138888888888889],[1],[0],[0],[3.698225900000125],['text_3'],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,q__en,,,,,0,6,6,8,,,,,95.29883089999998,95.29883089999998,95.29883089999998,0.009963599999991857,queen,[-0.05555555555555555],[-0.30833333333333335],[1],[0],[0],[5.234682799999973],['text_3'],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,_o_s_,,,,,0,7,7,7,,,,,100.56393270000012,100.56393270000012,100.56393270000012,0.011467400000128691,torso,[],[],[],[],[],[],[],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,n_n_,,,,,0,8,8,14,,,,,110.56057600000008,110.56057600000008,110.56057600000008,0.01679350000017621,nune,[],[],[],[],[],[],[],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,p_o_e,,,,,0,9,9,9,,,,,120.56640870000001,120.56640870000001,120.56640870000001,0.015109800000118412,pl,[],[],[],[],[],[],[],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,_r__k,,,,,0,10,10,12,,,,,130.57123050000018,130.57123050000018,130.57123050000018,0.0288897000000361,prank,[-0.10972222222222222],[-0.3013888888888889],[1],[0],[0],[9.35415050000006],['text_3'],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,c_rt__ns,,,,,0,11,11,13,,,,,139.93494610000016,139.93494610000016,139.93494610000016,0.012102800000093339,cartoons,[-0.10972222222222222],[-0.3013888888888889],[1],[0],[0],[4.964409599999954],['text_3'],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,_oo_,,,,,0,12,12,2,,,,,144.91719250000006,144.91719250000006,144.91719250000006,0.010342499999978827,moon,[-0.0875],[-0.30416666666666664],[1],[0],[0],[4.619089600000052],['text_3'],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,p_st_y,,,,,0,13,13,10,,,,,149.5653781000001,149.5653781000001,149.5653781000001,0.018910799999957817,pastry,[-0.11805555555555555],[-0.30277777777777776],[1],[0],[0],[4.4425538000000415],['text_3'],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
,t_b_,,,,,0,14,14,5,,,,,154.0140639000001,154.0140639000001,154.0140639000001,0.010178600000017468,tube,[-0.07222222222222222],[-0.3111111111111111],[1],[0],[0],[4.751174400000082],['text_3'],5,001,2023-10-02_16h15.23.599,wordpriming,2023.1.3,60.00070800837045,
